State,County,Year,Observed
California,California,"Percent Change 2005-2012,",-3.7
California,Colusa County,"Percent Change 2005-2012,",0.2
California,Contra Costa County,"Percent Change 2005-2012,",-3.0
California,Del Norte County,"Percent Change 2005-2012,",3.9
California,El Dorado County,"Percent Change 2005-2012,",-2.3
California,Fresno County,"Percent Change 2005-2012,",-8.2
California,Glenn County,"Percent Change 2005-2012,",1.4
California,Humboldt County,"Percent Change 2005-2012,",1.2
California,Imperial County,"Percent Change 2005-2012,",-4.1
California,Inyo County,"Percent Change 2005-2012,",-4.0
California,Kern County,"Percent Change 2005-2012,",-5.6
California,Kings County,"Percent Change 2005-2012,",0.2
California,Lake County,"Percent Change 2005-2012,",-2.3
California,Lassen County,"Percent Change 2005-2012,",0.4
California,Los Angeles County,"Percent Change 2005-2012,",-3.3
California,Madera County,"Percent Change 2005-2012,",-6.9
California,Marin County,"Percent Change 2005-2012,",-3.1
California,Mariposa County,"Percent Change 2005-2012,",-5.9
California,Mendocino County,"Percent Change 2005-2012,",1.7
California,Merced County,"Percent Change 2005-2012,",-9.4
California,Modoc County,"Percent Change 2005-2012,",5.7
California,Mono County,"Percent Change 2005-2012,",-6.7
California,Monterey County,"Percent Change 2005-2012,",-6.0
California,Napa County,"Percent Change 2005-2012,",-2.2
California,Nevada County,"Percent Change 2005-2012,",-3.2
California,Orange County,"Percent Change 2005-2012,",-4.1
California,Placer County,"Percent Change 2005-2012,",-3.9
California,Plumas County,"Percent Change 2005-2012,",0.8
California,Riverside County,"Percent Change 2005-2012,",-5.4
California,Sacramento County,"Percent Change 2005-2012,",-3.4
California,San Benito County,"Percent Change 2005-2012,",-4.9
California,San Bernardino County,"Percent Change 2005-2012,",-5.3
California,San Diego County,"Percent Change 2005-2012,",-2.6
California,San Francisco County,"Percent Change 2005-2012,",0.4
California,San Joaquin County,"Percent Change 2005-2012,",-6.1
California,San Luis Obispo County,"Percent Change 2005-2012,",-2.1
California,San Mateo County,"Percent Change 2005-2012,",-2.6
California,Santa Barbara County,"Percent Change 2005-2012,",-5.3
California,Santa Clara County,"Percent Change 2005-2012,",-4.1
California,Santa Cruz County,"Percent Change 2005-2012,",-6.0
California,Shasta County,"Percent Change 2005-2012,",-3.8
California,Sierra County,"Percent Change 2005-2012,",2.3
California,Siskiyou County,"Percent Change 2005-2012,",0.4
California,Solano County,"Percent Change 2005-2012,",-4.2
California,Sonoma County,"Percent Change 2005-2012,",-2.0
California,Stanislaus County,"Percent Change 2005-2012,",-5.8
California,Sutter County,"Percent Change 2005-2012,",-5.2
California,Tehama County,"Percent Change 2005-2012,",0.6
California,Trinity County,"Percent Change 2005-2012,",2.2
California,Tulare County,"Percent Change 2005-2012,",-5.1
California,Tuolumne County,"Percent Change 2005-2012,",-5.7
California,Ventura County,"Percent Change 2005-2012,",-3.9
California,Yolo County,"Percent Change 2005-2012,",-1.4
California,Yuba County,"Percent Change 2005-2012,",-1.1
Colorado,"Adams County, Boulder County, Broomfield County, Jefferson County, Weld County","Percent Change 2005-2012,",-1.9
Colorado,Alamosa County,"Percent Change 2005-2012,",-3.3
Colorado,Arapahoe County,"Percent Change 2005-2012,",-2.0
Colorado,Archuleta County,"Percent Change 2005-2012,",-6.2
Colorado,Baca County,"Percent Change 2005-2012,",2.3
Colorado,Bent County,"Percent Change 2005-2012,",-4.7
Colorado,Chaffee County,"Percent Change 2005-2012,",1.6
Colorado,Cheyenne County,"Percent Change 2005-2012,",-0.6
Colorado,Clear Creek County,"Percent Change 2005-2012,",-2.1
Colorado,Colorado,"Percent Change 2005-2012,",-2.1
Colorado,Conejos County,"Percent Change 2005-2012,",-4.0
Colorado,Costilla County,"Percent Change 2005-2012,",-3.8
Colorado,Crowley County,"Percent Change 2005-2012,",-10.4
Colorado,Custer County,"Percent Change 2005-2012,",-4.3
Colorado,Delta County,"Percent Change 2005-2012,",1.7
Colorado,Denver County,"Percent Change 2005-2012,",-3.6
Colorado,Dolores County,"Percent Change 2005-2012,",2.7
Colorado,Douglas County,"Percent Change 2005-2012,",-2.8
Colorado,Eagle County,"Percent Change 2005-2012,",-3.7
Colorado,El Paso County,"Percent Change 2005-2012,",-3.7
Colorado,Elbert County,"Percent Change 2005-2012,",-0.9
Colorado,Fremont County,"Percent Change 2005-2012,",-2.7
Colorado,Garfield County,"Percent Change 2005-2012,",-2.5
Colorado,Gilpin County,"Percent Change 2005-2012,",-0.6
Colorado,Grand County,"Percent Change 2005-2012,",-0.8
Colorado,Gunnison County,"Percent Change 2005-2012,",-0.1
Colorado,Hinsdale County,"Percent Change 2005-2012,",4.2
Colorado,Huerfano County,"Percent Change 2005-2012,",3.5
Colorado,Jackson County,"Percent Change 2005-2012,",-0.1
Colorado,Kiowa County,"Percent Change 2005-2012,",-25.7
Colorado,Kit Carson County,"Percent Change 2005-2012,",-0.1
Colorado,La Plata County,"Percent Change 2005-2012,",-2.5
Colorado,Lake County,"Percent Change 2005-2012,",1.2
Colorado,Larimer County,"Percent Change 2005-2012,",-1.7
Colorado,Las Animas County,"Percent Change 2005-2012,",-0.3
Colorado,Lincoln County,"Percent Change 2005-2012,",-3.9
Colorado,Logan County,"Percent Change 2005-2012,",0.9
Colorado,Mesa County,"Percent Change 2005-2012,",-4.9
Colorado,Mineral County,"Percent Change 2005-2012,",-12.9
Colorado,Moffat County,"Percent Change 2005-2012,",4.4
Colorado,Montezuma County,"Percent Change 2005-2012,",-2.7
Colorado,Montrose County,"Percent Change 2005-2012,",-1.0
Colorado,Morgan County,"Percent Change 2005-2012,",0.7
Colorado,Otero County,"Percent Change 2005-2012,",-2.7
Colorado,Ouray County,"Percent Change 2005-2012,",6.4
Colorado,Park County,"Percent Change 2005-2012,",1.8
Colorado,Phillips County,"Percent Change 2005-2012,",-6.4
Colorado,Pitkin County,"Percent Change 2005-2012,",-3.3
Colorado,Prowers County,"Percent Change 2005-2012,",0.7
Colorado,Pueblo County,"Percent Change 2005-2012,",-1.3
Colorado,Rio Blanco County,"Percent Change 2005-2012,",1.5
Colorado,Rio Grande County,"Percent Change 2005-2012,",-3.5
Colorado,Routt County,"Percent Change 2005-2012,",-1.6
Colorado,Saguache County,"Percent Change 2005-2012,",-4.0
Colorado,San Juan County,"Percent Change 2005-2012,",2.6
Colorado,San Miguel County,"Percent Change 2005-2012,",4.2
Colorado,Sedgwick County,"Percent Change 2005-2012,",-8.0
Colorado,Summit County,"Percent Change 2005-2012,",-2.7
Colorado,Teller County,"Percent Change 2005-2012,",-1.5
Colorado,Washington County,"Percent Change 2005-2012,",-1.5
Colorado,Yuma County,"Percent Change 2005-2012,",0.1
Connecticut,Connecticut,"Percent Change 2005-2012,",-1.0
Connecticut,Fairfield County,"Percent Change 2005-2012,",-1.8
Connecticut,Hartford County,"Percent Change 2005-2012,",-1.0
Connecticut,Litchfield County,"Percent Change 2005-2012,",-1.1
Connecticut,Middlesex County,"Percent Change 2005-2012,",0.5
Connecticut,New Haven County,"Percent Change 2005-2012,",-1.4
Connecticut,New London County,"Percent Change 2005-2012,",0.2
Connecticut,Tolland County,"Percent Change 2005-2012,",0.6
Connecticut,Windham County,"Percent Change 2005-2012,",0.6
Delaware,Delaware,"Percent Change 2005-2012,",-0.8
Delaware,Kent County,"Percent Change 2005-2012,",-0.5
Delaware,New Castle County,"Percent Change 2005-2012,",-0.8
Delaware,Sussex County,"Percent Change 2005-2012,",0.0
District Of Columbia,District Of Columbia,"Percent Change 2005-2012,",3.5
District Of Columbia,District of Columbia,"Percent Change 2005-2012,",3.5
Florida,Alachua County,"Percent Change 2005-2012,",5.1
Florida,Baker County,"Percent Change 2005-2012,",5.2
Florida,Bay County,"Percent Change 2005-2012,",0.6
Florida,Bradford County,"Percent Change 2005-2012,",4.8
Florida,Brevard County,"Percent Change 2005-2012,",-2.3
Florida,Broward County,"Percent Change 2005-2012,",-0.5
Florida,Calhoun County,"Percent Change 2005-2012,",1.9
Florida,Charlotte County,"Percent Change 2005-2012,",1.8
Florida,Citrus County,"Percent Change 2005-2012,",2.1
Florida,Clay County,"Percent Change 2005-2012,",0.7
Florida,Collier County,"Percent Change 2005-2012,",-1.4
Florida,Columbia County,"Percent Change 2005-2012,",-0.7
Florida,DeSoto County,"Percent Change 2005-2012,",6.4
Florida,Dixie County,"Percent Change 2005-2012,",3.9
Florida,Duval County,"Percent Change 2005-2012,",-4.2
Florida,Escambia County,"Percent Change 2005-2012,",1.6
Florida,Flagler County,"Percent Change 2005-2012,",-4.9
Florida,Florida,"Percent Change 2005-2012,",0.5
Florida,Franklin County,"Percent Change 2005-2012,",5.9
Florida,Gadsden County,"Percent Change 2005-2012,",0.8
Florida,Gilchrist County,"Percent Change 2005-2012,",0.2
Florida,Glades County,"Percent Change 2005-2012,",-3.6
Florida,Gulf County,"Percent Change 2005-2012,",2.1
Florida,Hamilton County,"Percent Change 2005-2012,",2.8
Florida,Hardee County,"Percent Change 2005-2012,",8.0
Florida,Hendry County,"Percent Change 2005-2012,",3.3
Florida,Hernando County,"Percent Change 2005-2012,",0.5
Florida,Highlands County,"Percent Change 2005-2012,",3.1
Florida,Hillsborough County,"Percent Change 2005-2012,",1.4
Florida,Holmes County,"Percent Change 2005-2012,",12.9
Florida,Indian River County,"Percent Change 2005-2012,",1.4
Florida,Jackson County,"Percent Change 2005-2012,",3.8
Florida,Jefferson County,"Percent Change 2005-2012,",3.5
Florida,Lafayette County,"Percent Change 2005-2012,",10.1
Florida,Lake County,"Percent Change 2005-2012,",2.4
Florida,Lee County,"Percent Change 2005-2012,",1.7
Florida,Leon County,"Percent Change 2005-2012,",2.7
Florida,Levy County,"Percent Change 2005-2012,",-3.0
Florida,Liberty County,"Percent Change 2005-2012,",2.2
Florida,Madison County,"Percent Change 2005-2012,",8.0
Florida,Manatee County,"Percent Change 2005-2012,",0.9
Florida,Marion County,"Percent Change 2005-2012,",3.3
Florida,Martin County,"Percent Change 2005-2012,",-0.1
Florida,Miami-Dade County,"Percent Change 2005-2012,",1.7
Florida,Monroe County,"Percent Change 2005-2012,",1.1
Florida,Nassau County,"Percent Change 2005-2012,",1.9
Florida,Okaloosa County,"Percent Change 2005-2012,",-3.4
Florida,Okeechobee County,"Percent Change 2005-2012,",2.7
Florida,Orange County,"Percent Change 2005-2012,",0.4
Florida,Osceola County,"Percent Change 2005-2012,",2.5
Florida,Palm Beach County,"Percent Change 2005-2012,",-0.7
Florida,Pasco County,"Percent Change 2005-2012,",1.6
Florida,Pinellas County,"Percent Change 2005-2012,",1.8
Florida,Polk County,"Percent Change 2005-2012,",2.9
Florida,Putnam County,"Percent Change 2005-2012,",-2.6
Florida,Santa Rosa County,"Percent Change 2005-2012,",0.4
Florida,Sarasota County,"Percent Change 2005-2012,",1.1
Florida,Seminole County,"Percent Change 2005-2012,",0.3
Florida,St. Johns County,"Percent Change 2005-2012,",0.2
Florida,St. Lucie County,"Percent Change 2005-2012,",-4.4
Florida,Sumter County,"Percent Change 2005-2012,",11.2
Florida,Suwannee County,"Percent Change 2005-2012,",-3.6
Florida,Taylor County,"Percent Change 2005-2012,",-0.6
Florida,Union County,"Percent Change 2005-2012,",9.9
Florida,Volusia County,"Percent Change 2005-2012,",-4.4
Florida,Wakulla County,"Percent Change 2005-2012,",2.4
Florida,Walton County,"Percent Change 2005-2012,",0.8
Florida,Washington County,"Percent Change 2005-2012,",-0.5
Georgia,Appling County,"Percent Change 2005-2012,",10.3
Georgia,Atkinson County,"Percent Change 2005-2012,",13.6
Georgia,Bacon County,"Percent Change 2005-2012,",2.3
Georgia,Baker County,"Percent Change 2005-2012,",22.8
Georgia,Baldwin County,"Percent Change 2005-2012,",-2.3
Georgia,Banks County,"Percent Change 2005-2012,",7.1
Georgia,Barrow County,"Percent Change 2005-2012,",7.0
Georgia,Bartow County,"Percent Change 2005-2012,",3.1
Georgia,Ben Hill County,"Percent Change 2005-2012,",-0.2
Georgia,Berrien County,"Percent Change 2005-2012,",7.5
Georgia,Bibb County,"Percent Change 2005-2012,",0.7
Georgia,Bleckley County,"Percent Change 2005-2012,",7.5
Georgia,Brantley County,"Percent Change 2005-2012,",6.9
Georgia,Brooks County,"Percent Change 2005-2012,",1.1
Georgia,Bryan County,"Percent Change 2005-2012,",3.9
Georgia,Bulloch County,"Percent Change 2005-2012,",-1.3
Georgia,Burke County,"Percent Change 2005-2012,",-2.5
Georgia,Butts County,"Percent Change 2005-2012,",-3.5
Georgia,Calhoun County,"Percent Change 2005-2012,",-0.4
Georgia,Camden County,"Percent Change 2005-2012,",3.9
Georgia,Candler County,"Percent Change 2005-2012,",9.1
Georgia,Carroll County,"Percent Change 2005-2012,",1.6
Georgia,Catoosa County,"Percent Change 2005-2012,",17.2
Georgia,Charlton County,"Percent Change 2005-2012,",8.1
Georgia,Chatham County,"Percent Change 2005-2012,",0.9
Georgia,Chattahoochee County,"Percent Change 2005-2012,",-2.7
Georgia,Chattooga County,"Percent Change 2005-2012,",-3.2
Georgia,Cherokee County,"Percent Change 2005-2012,",2.8
Georgia,Clarke County,"Percent Change 2005-2012,",-1.5
Georgia,Clay County,"Percent Change 2005-2012,",-0.5
Georgia,Clayton County,"Percent Change 2005-2012,",-9.1
Georgia,Clinch County,"Percent Change 2005-2012,",9.9
Georgia,Cobb County,"Percent Change 2005-2012,",0.5
Georgia,Coffee County,"Percent Change 2005-2012,",2.0
Georgia,Colquitt County,"Percent Change 2005-2012,",3.4
Georgia,Columbia County,"Percent Change 2005-2012,",7.9
Georgia,Cook County,"Percent Change 2005-2012,",-0.9
Georgia,Coweta County,"Percent Change 2005-2012,",0.1
Georgia,Crawford County,"Percent Change 2005-2012,",8.2
Georgia,Crisp County,"Percent Change 2005-2012,",5.4
Georgia,Dade County,"Percent Change 2005-2012,",12.8
Georgia,Dawson County,"Percent Change 2005-2012,",7.8
Georgia,Decatur County,"Percent Change 2005-2012,",1.1
Georgia,DeKalb County,"Percent Change 2005-2012,",1.5
Georgia,Dodge County,"Percent Change 2005-2012,",6.3
Georgia,Dooly County,"Percent Change 2005-2012,",-0.8
Georgia,Dougherty County,"Percent Change 2005-2012,",-2.5
Georgia,Douglas County,"Percent Change 2005-2012,",-0.5
Georgia,Early County,"Percent Change 2005-2012,",0.1
Georgia,Echols County,"Percent Change 2005-2012,",6.9
Georgia,Effingham County,"Percent Change 2005-2012,",0.6
Georgia,Elbert County,"Percent Change 2005-2012,",9.7
Georgia,Emanuel County,"Percent Change 2005-2012,",8.4
Georgia,Evans County,"Percent Change 2005-2012,",5.7
Georgia,Fannin County,"Percent Change 2005-2012,",4.7
Georgia,Fayette County,"Percent Change 2005-2012,",-0.2
Georgia,Floyd County,"Percent Change 2005-2012,",6.3
Georgia,Forsyth County,"Percent Change 2005-2012,",3.3
Georgia,Franklin County,"Percent Change 2005-2012,",-0.2
Georgia,Fulton County,"Percent Change 2005-2012,",1.0
Georgia,Georgia,"Percent Change 2005-2012,",2.4
Georgia,Gilmer County,"Percent Change 2005-2012,",6.3
Georgia,Glascock County,"Percent Change 2005-2012,",0.3
Georgia,Glynn County,"Percent Change 2005-2012,",3.9
Georgia,Gordon County,"Percent Change 2005-2012,",8.2
Georgia,Grady County,"Percent Change 2005-2012,",4.9
Georgia,Greene County,"Percent Change 2005-2012,",10.5
Georgia,Gwinnett County,"Percent Change 2005-2012,",-0.6
Georgia,Habersham County,"Percent Change 2005-2012,",4.8
Georgia,Hall County,"Percent Change 2005-2012,",1.9
Georgia,Hancock County,"Percent Change 2005-2012,",-7.0
Georgia,Haralson County,"Percent Change 2005-2012,",-1.0
Georgia,Harris County,"Percent Change 2005-2012,",0.7
Georgia,Hart County,"Percent Change 2005-2012,",-1.4
Georgia,Heard County,"Percent Change 2005-2012,",-9.2
Georgia,Henry County,"Percent Change 2005-2012,",1.0
Georgia,Houston County,"Percent Change 2005-2012,",7.9
Georgia,Irwin County,"Percent Change 2005-2012,",8.5
Georgia,Jackson County,"Percent Change 2005-2012,",10.8
Georgia,Jasper County,"Percent Change 2005-2012,",0.6
Georgia,Jeff Davis County,"Percent Change 2005-2012,",6.9
Georgia,Jefferson County,"Percent Change 2005-2012,",2.4
Georgia,Jenkins County,"Percent Change 2005-2012,",-7.2
Georgia,Johnson County,"Percent Change 2005-2012,",13.5
Georgia,Jones County,"Percent Change 2005-2012,",3.6
Georgia,Lamar County,"Percent Change 2005-2012,",-4.8
Georgia,Lanier County,"Percent Change 2005-2012,",20.9
Georgia,Laurens County,"Percent Change 2005-2012,",0.8
Georgia,Lee County,"Percent Change 2005-2012,",4.4
Georgia,Liberty County,"Percent Change 2005-2012,",3.6
Georgia,Lincoln County,"Percent Change 2005-2012,",6.0
Georgia,Long County,"Percent Change 2005-2012,",8.1
Georgia,Lowndes County,"Percent Change 2005-2012,",-2.6
Georgia,Lumpkin County,"Percent Change 2005-2012,",8.7
Georgia,Macon County,"Percent Change 2005-2012,",4.0
Georgia,Madison County,"Percent Change 2005-2012,",4.9
Georgia,Marion County,"Percent Change 2005-2012,",-1.3
Georgia,McDuffie County,"Percent Change 2005-2012,",0.5
Georgia,McIntosh County,"Percent Change 2005-2012,",5.4
Georgia,Meriwether County,"Percent Change 2005-2012,",0.7
Georgia,Miller County,"Percent Change 2005-2012,",18.0
Georgia,Mitchell County,"Percent Change 2005-2012,",5.4
Georgia,Monroe County,"Percent Change 2005-2012,",2.7
Georgia,Montgomery County,"Percent Change 2005-2012,",-0.6
Georgia,Morgan County,"Percent Change 2005-2012,",11.7
Georgia,Murray County,"Percent Change 2005-2012,",3.5
Georgia,Muscogee County,"Percent Change 2005-2012,",-1.4
Georgia,Newton County,"Percent Change 2005-2012,",0.7
Georgia,Oconee County,"Percent Change 2005-2012,",5.6
Georgia,Oglethorpe County,"Percent Change 2005-2012,",7.4
Georgia,Paulding County,"Percent Change 2005-2012,",3.7
Georgia,Peach County,"Percent Change 2005-2012,",6.4
Georgia,Pickens County,"Percent Change 2005-2012,",7.7
Georgia,Pierce County,"Percent Change 2005-2012,",11.0
Georgia,Pike County,"Percent Change 2005-2012,",8.0
Georgia,Polk County,"Percent Change 2005-2012,",2.0
Georgia,Pulaski County,"Percent Change 2005-2012,",11.2
Georgia,Putnam County,"Percent Change 2005-2012,",-1.5
Georgia,Quitman County,"Percent Change 2005-2012,",-2.0
Georgia,Rabun County,"Percent Change 2005-2012,",5.1
Georgia,Randolph County,"Percent Change 2005-2012,",1.9
Georgia,Richmond County,"Percent Change 2005-2012,",2.6
Georgia,Rockdale County,"Percent Change 2005-2012,",0.1
Georgia,Schley County,"Percent Change 2005-2012,",0.0
Georgia,Screven County,"Percent Change 2005-2012,",0.6
Georgia,Seminole County,"Percent Change 2005-2012,",7.8
Georgia,Spalding County,"Percent Change 2005-2012,",-3.4
Georgia,Stephens County,"Percent Change 2005-2012,",6.7
Georgia,Stewart County,"Percent Change 2005-2012,",-19.8
Georgia,Sumter County,"Percent Change 2005-2012,",-0.7
Georgia,Talbot County,"Percent Change 2005-2012,",3.9
Georgia,Taliaferro County,"Percent Change 2005-2012,",6.6
Georgia,Tattnall County,"Percent Change 2005-2012,",9.9
Georgia,Taylor County,"Percent Change 2005-2012,",8.0
Georgia,Telfair County,"Percent Change 2005-2012,",-1.6
Georgia,Terrell County,"Percent Change 2005-2012,",1.2
Georgia,Thomas County,"Percent Change 2005-2012,",3.2
Georgia,Tift County,"Percent Change 2005-2012,",3.0
Georgia,Toombs County,"Percent Change 2005-2012,",2.8
Georgia,Towns County,"Percent Change 2005-2012,",3.3
Georgia,Treutlen County,"Percent Change 2005-2012,",8.9
Georgia,Troup County,"Percent Change 2005-2012,",-1.1
Georgia,Turner County,"Percent Change 2005-2012,",9.3
Georgia,Twiggs County,"Percent Change 2005-2012,",5.2
Georgia,Union County,"Percent Change 2005-2012,",5.6
Georgia,Upson County,"Percent Change 2005-2012,",-1.9
Georgia,Walker County,"Percent Change 2005-2012,",4.6
Georgia,Walton County,"Percent Change 2005-2012,",5.9
Georgia,Ware County,"Percent Change 2005-2012,",3.3
Georgia,Warren County,"Percent Change 2005-2012,",-8.0
Georgia,Washington County,"Percent Change 2005-2012,",1.3
Georgia,Wayne County,"Percent Change 2005-2012,",2.8
Georgia,Webster County,"Percent Change 2005-2012,",12.2
Georgia,Wheeler County,"Percent Change 2005-2012,",-0.3
Georgia,White County,"Percent Change 2005-2012,",8.1
Georgia,Whitfield County,"Percent Change 2005-2012,",8.1
Georgia,Wilcox County,"Percent Change 2005-2012,",6.7
Georgia,Wilkes County,"Percent Change 2005-2012,",2.4
Georgia,Wilkinson County,"Percent Change 2005-2012,",4.7
Georgia,Worth County,"Percent Change 2005-2012,",9.1
Hawaii,Hawaii,"Percent Change 2005-2012,",2.1
Hawaii,Hawaii County,"Percent Change 2005-2012,",-0.5
Hawaii,Honolulu County,"Percent Change 2005-2012,",2.1
Hawaii,"Kalawao County, Maui County","Percent Change 2005-2012,",3.1
Hawaii,Kauai County,"Percent Change 2005-2012,",3.9
Idaho,Ada County,"Percent Change 2005-2012,",-2.4
Idaho,Adams County,"Percent Change 2005-2012,",1.7
Idaho,Bannock County,"Percent Change 2005-2012,",-4.4
Idaho,Bear Lake County,"Percent Change 2005-2012,",-12.9
Idaho,Benewah County,"Percent Change 2005-2012,",4.3
Idaho,Bingham County,"Percent Change 2005-2012,",-0.3
Idaho,Blaine County,"Percent Change 2005-2012,",-6.1
Idaho,Boise County,"Percent Change 2005-2012,",-6.1
Idaho,Bonner County,"Percent Change 2005-2012,",5.1
Idaho,Bonneville County,"Percent Change 2005-2012,",-7.0
Idaho,Boundary County,"Percent Change 2005-2012,",3.3
Idaho,Butte County,"Percent Change 2005-2012,",-8.4
Idaho,Camas County,"Percent Change 2005-2012,",-12.1
Idaho,Canyon County,"Percent Change 2005-2012,",-3.3
Idaho,Caribou County,"Percent Change 2005-2012,",-11.4
Idaho,Cassia County,"Percent Change 2005-2012,",-3.2
Idaho,Clark County,"Percent Change 2005-2012,",-0.8
Idaho,Clearwater County,"Percent Change 2005-2012,",7.0
Idaho,Custer County,"Percent Change 2005-2012,",-7.3
Idaho,Elmore County,"Percent Change 2005-2012,",-2.9
Idaho,Franklin County,"Percent Change 2005-2012,",-8.9
Idaho,Fremont County,"Percent Change 2005-2012,",-0.3
Idaho,Gem County,"Percent Change 2005-2012,",1.4
Idaho,Gooding County,"Percent Change 2005-2012,",-0.8
Idaho,Idaho,"Percent Change 2005-2012,",-2.2
Idaho,Idaho County,"Percent Change 2005-2012,",4.7
Idaho,Jefferson County,"Percent Change 2005-2012,",-0.1
Idaho,Jerome County,"Percent Change 2005-2012,",-1.5
Idaho,Kootenai County,"Percent Change 2005-2012,",-3.7
Idaho,Latah County,"Percent Change 2005-2012,",0.4
Idaho,Lemhi County,"Percent Change 2005-2012,",-5.6
Idaho,Lewis County,"Percent Change 2005-2012,",-8.8
Idaho,Lincoln County,"Percent Change 2005-2012,",-3.6
Idaho,Madison County,"Percent Change 2005-2012,",-0.2
Idaho,Minidoka County,"Percent Change 2005-2012,",-5.6
Idaho,Nez Perce County,"Percent Change 2005-2012,",7.3
Idaho,Oneida County,"Percent Change 2005-2012,",-8.7
Idaho,Owyhee County,"Percent Change 2005-2012,",-4.8
Idaho,Payette County,"Percent Change 2005-2012,",-6.0
Idaho,Power County,"Percent Change 2005-2012,",-6.6
Idaho,Shoshone County,"Percent Change 2005-2012,",7.8
Idaho,Teton County,"Percent Change 2005-2012,",7.4
Idaho,Twin Falls County,"Percent Change 2005-2012,",-3.9
Idaho,Valley County,"Percent Change 2005-2012,",-2.6
Idaho,Washington County,"Percent Change 2005-2012,",-1.2
Illinois,Adams County,"Percent Change 2005-2012,",0.1
Illinois,Alexander County,"Percent Change 2005-2012,",3.2
Illinois,Bond County,"Percent Change 2005-2012,",3.4
Illinois,Boone County,"Percent Change 2005-2012,",-1.1
Illinois,Brown County,"Percent Change 2005-2012,",11.1
Illinois,Bureau County,"Percent Change 2005-2012,",-1.0
Illinois,Calhoun County,"Percent Change 2005-2012,",5.7
Illinois,Carroll County,"Percent Change 2005-2012,",1.1
Illinois,Cass County,"Percent Change 2005-2012,",1.6
Illinois,Champaign County,"Percent Change 2005-2012,",-1.1
Illinois,Christian County,"Percent Change 2005-2012,",1.5
Illinois,Clark County,"Percent Change 2005-2012,",0.5
Illinois,Clay County,"Percent Change 2005-2012,",1.6
Illinois,Clinton County,"Percent Change 2005-2012,",2.1
Illinois,Coles County,"Percent Change 2005-2012,",0.7
Illinois,Cook County,"Percent Change 2005-2012,",1.0
Illinois,Crawford County,"Percent Change 2005-2012,",2.4
Illinois,Cumberland County,"Percent Change 2005-2012,",3.6
Illinois,De Witt County,"Percent Change 2005-2012,",4.8
Illinois,DeKalb County,"Percent Change 2005-2012,",-0.2
Illinois,Douglas County,"Percent Change 2005-2012,",-1.1
Illinois,DuPage County,"Percent Change 2005-2012,",1.3
Illinois,Edgar County,"Percent Change 2005-2012,",-1.8
Illinois,Edwards County,"Percent Change 2005-2012,",4.3
Illinois,Effingham County,"Percent Change 2005-2012,",1.8
Illinois,Fayette County,"Percent Change 2005-2012,",2.2
Illinois,Ford County,"Percent Change 2005-2012,",-1.6
Illinois,Franklin County,"Percent Change 2005-2012,",4.5
Illinois,Fulton County,"Percent Change 2005-2012,",3.8
Illinois,Gallatin County,"Percent Change 2005-2012,",8.2
Illinois,Greene County,"Percent Change 2005-2012,",5.4
Illinois,Grundy County,"Percent Change 2005-2012,",-0.5
Illinois,Hamilton County,"Percent Change 2005-2012,",6.2
Illinois,Hancock County,"Percent Change 2005-2012,",-2.1
Illinois,Hardin County,"Percent Change 2005-2012,",6.2
Illinois,Henderson County,"Percent Change 2005-2012,",2.8
Illinois,Henry County,"Percent Change 2005-2012,",-1.2
Illinois,Illinois,"Percent Change 2005-2012,",0.6
Illinois,Iroquois County,"Percent Change 2005-2012,",-0.4
Illinois,Jackson County,"Percent Change 2005-2012,",2.9
Illinois,Jasper County,"Percent Change 2005-2012,",3.5
Illinois,Jefferson County,"Percent Change 2005-2012,",7.5
Illinois,Jersey County,"Percent Change 2005-2012,",1.5
Illinois,Jo Daviess County,"Percent Change 2005-2012,",-2.7
Illinois,Johnson County,"Percent Change 2005-2012,",7.4
Illinois,Kane County,"Percent Change 2005-2012,",-0.3
Illinois,Kankakee County,"Percent Change 2005-2012,",0.7
Illinois,Kendall County,"Percent Change 2005-2012,",1.3
Illinois,Knox County,"Percent Change 2005-2012,",0.6
Illinois,Lake County,"Percent Change 2005-2012,",-2.3
Illinois,LaSalle County,"Percent Change 2005-2012,",-3.4
Illinois,Lawrence County,"Percent Change 2005-2012,",-1.1
Illinois,Lee County,"Percent Change 2005-2012,",-1.0
Illinois,Livingston County,"Percent Change 2005-2012,",-1.2
Illinois,Logan County,"Percent Change 2005-2012,",1.5
Illinois,Macon County,"Percent Change 2005-2012,",0.8
Illinois,Macoupin County,"Percent Change 2005-2012,",0.2
Illinois,Madison County,"Percent Change 2005-2012,",-0.6
Illinois,Marion County,"Percent Change 2005-2012,",-2.9
Illinois,Marshall County,"Percent Change 2005-2012,",0.2
Illinois,Mason County,"Percent Change 2005-2012,",1.8
Illinois,Massac County,"Percent Change 2005-2012,",3.1
Illinois,McDonough County,"Percent Change 2005-2012,",2.8
Illinois,McHenry County,"Percent Change 2005-2012,",-0.2
Illinois,McLean County,"Percent Change 2005-2012,",-0.9
Illinois,Menard County,"Percent Change 2005-2012,",2.1
Illinois,Mercer County,"Percent Change 2005-2012,",3.1
Illinois,Monroe County,"Percent Change 2005-2012,",-5.3
Illinois,Montgomery County,"Percent Change 2005-2012,",-0.7
Illinois,Morgan County,"Percent Change 2005-2012,",2.4
Illinois,Moultrie County,"Percent Change 2005-2012,",1.9
Illinois,Ogle County,"Percent Change 2005-2012,",-0.4
