State,County,Year,Observed
South Dakota,Union County,2002,60.4
South Dakota,Walworth County,2002,63.6
South Dakota,Yankton County,2002,64.6
South Dakota,Ziebach County,2002,36.0
Tennessee,Anderson County,2002,28.4
Tennessee,Bedford County,2002,28.4
Tennessee,Benton County,2002,24.3
Tennessee,Bledsoe County,2002,21.8
Tennessee,Blount County,2002,30.4
Tennessee,Bradley County,2002,25.8
Tennessee,Campbell County,2002,19.3
Tennessee,Cannon County,2002,23.2
Tennessee,Carroll County,2002,23.0
Tennessee,Carter County,2002,22.4
Tennessee,Cheatham County,2002,31.6
Tennessee,Chester County,2002,26.3
Tennessee,Claiborne County,2002,18.5
Tennessee,Clay County,2002,20.5
Tennessee,Cocke County,2002,21.4
Tennessee,Coffee County,2002,30.9
Tennessee,Crockett County,2002,23.8
Tennessee,Cumberland County,2002,29.5
Tennessee,Davidson County,2002,40.6
Tennessee,Decatur County,2002,21.5
Tennessee,DeKalb County,2002,22.4
Tennessee,Dickson County,2002,29.7
Tennessee,Dyer County,2002,28.0
Tennessee,Fayette County,2002,30.1
Tennessee,Fentress County,2002,18.7
Tennessee,Franklin County,2002,30.4
Tennessee,Gibson County,2002,26.4
Tennessee,Giles County,2002,28.0
Tennessee,Grainger County,2002,16.8
Tennessee,Greene County,2002,24.8
Tennessee,Grundy County,2002,21.9
Tennessee,Hamblen County,2002,25.0
Tennessee,Hamilton County,2002,35.1
Tennessee,Hancock County,2002,11.7
Tennessee,Hardeman County,2002,25.1
Tennessee,Hardin County,2002,25.8
Tennessee,Hawkins County,2002,20.8
Tennessee,Haywood County,2002,29.9
Tennessee,Henderson County,2002,23.6
Tennessee,Henry County,2002,28.8
Tennessee,Hickman County,2002,22.9
Tennessee,Houston County,2002,25.6
Tennessee,Humphreys County,2002,28.8
Tennessee,Jackson County,2002,21.7
Tennessee,Jefferson County,2002,25.0
Tennessee,Johnson County,2002,19.1
Tennessee,Knox County,2002,36.7
Tennessee,Lake County,2002,21.6
Tennessee,Lauderdale County,2002,27.0
Tennessee,Lawrence County,2002,23.3
Tennessee,Lewis County,2002,24.3
Tennessee,Lincoln County,2002,25.3
Tennessee,Loudon County,2002,31.4
Tennessee,Macon County,2002,21.0
Tennessee,Madison County,2002,33.0
Tennessee,Marion County,2002,25.6
Tennessee,Marshall County,2002,28.4
Tennessee,Maury County,2002,32.7
Tennessee,McMinn County,2002,22.7
Tennessee,McNairy County,2002,24.1
Tennessee,Meigs County,2002,20.0
Tennessee,Monroe County,2002,21.3
Tennessee,Montgomery County,2002,34.6
Tennessee,Moore County,2002,27.3
Tennessee,Morgan County,2002,18.8
Tennessee,Obion County,2002,25.7
Tennessee,Overton County,2002,21.7
Tennessee,Perry County,2002,23.4
Tennessee,Pickett County,2002,20.7
Tennessee,Polk County,2002,19.3
Tennessee,Putnam County,2002,26.5
Tennessee,Rhea County,2002,23.6
Tennessee,Roane County,2002,26.5
Tennessee,Robertson County,2002,28.6
Tennessee,Rutherford County,2002,36.2
Tennessee,Scott County,2002,19.4
Tennessee,Sequatchie County,2002,23.9
Tennessee,Sevier County,2002,27.0
Tennessee,Shelby County,2002,42.1
Tennessee,Smith County,2002,23.7
Tennessee,Stewart County,2002,25.1
Tennessee,Sullivan County,2002,30.2
Tennessee,Sumner County,2002,30.9
Tennessee,Tennessee,2002,32.5
Tennessee,Tipton County,2002,30.9
Tennessee,Trousdale County,2002,25.9
Tennessee,Unicoi County,2002,21.3
Tennessee,Union County,2002,19.5
Tennessee,Van Buren County,2002,21.7
Tennessee,Warren County,2002,22.4
Tennessee,Washington County,2002,29.9
Tennessee,Wayne County,2002,21.3
Tennessee,Weakley County,2002,25.4
Tennessee,White County,2002,22.1
Tennessee,Williamson County,2002,45.8
Tennessee,Wilson County,2002,33.6
Texas,Anderson County,2002,44.5
Texas,Andrews County,2002,39.6
Texas,Angelina County,2002,40.6
Texas,Aransas County,2002,54.7
Texas,Archer County,2002,43.3
Texas,Armstrong County,2002,45.7
Texas,Atascosa County,2002,45.6
Texas,Austin County,2002,55.1
Texas,Bailey County,2002,39.2
Texas,Bandera County,2002,56.4
Texas,Bastrop County,2002,52.0
Texas,Baylor County,2002,39.5
Texas,Bee County,2002,47.9
Texas,Bell County,2002,52.5
Texas,Bexar County,2002,56.4
Texas,Blanco County,2002,54.2
Texas,Borden County,2002,40.5
Texas,Bosque County,2002,47.7
Texas,Bowie County,2002,39.3
Texas,Brazoria County,2002,52.9
Texas,Brazos County,2002,56.1
Texas,Brewster County,2002,55.9
Texas,Briscoe County,2002,33.7
Texas,Brooks County,2002,41.5
Texas,Brown County,2002,42.3
Texas,Burleson County,2002,45.2
Texas,Burnet County,2002,52.6
Texas,Caldwell County,2002,49.0
Texas,Calhoun County,2002,48.1
Texas,Callahan County,2002,42.8
Texas,Cameron County,2002,48.1
Texas,Camp County,2002,40.2
Texas,Carson County,2002,42.2
Texas,Cass County,2002,35.1
Texas,Castro County,2002,39.1
Texas,Chambers County,2002,50.0
Texas,Cherokee County,2002,39.4
Texas,Childress County,2002,39.7
Texas,Clay County,2002,39.4
Texas,Cochran County,2002,28.7
Texas,Coke County,2002,37.9
Texas,Coleman County,2002,45.7
Texas,Collin County,2002,61.0
Texas,Collingsworth County,2002,31.7
Texas,Colorado County,2002,55.3
Texas,Comal County,2002,60.4
Texas,Comanche County,2002,42.1
Texas,Concho County,2002,38.6
Texas,Cooke County,2002,48.5
Texas,Coryell County,2002,47.4
Texas,Cottle County,2002,32.3
Texas,Crane County,2002,40.9
Texas,Crockett County,2002,42.8
Texas,Crosby County,2002,32.8
Texas,Culberson County,2002,39.3
Texas,Dallam County,2002,44.1
Texas,Dallas County,2002,53.0
Texas,Dawson County,2002,35.8
Texas,Deaf Smith County,2002,43.0
Texas,Delta County,2002,41.1
Texas,Denton County,2002,57.7
Texas,DeWitt County,2002,53.5
Texas,Dickens County,2002,31.9
Texas,Dimmit County,2002,43.4
Texas,Donley County,2002,37.5
Texas,Duval County,2002,41.8
Texas,Eastland County,2002,40.0
Texas,Ector County,2002,41.8
Texas,Edwards County,2002,46.1
Texas,El Paso County,2002,51.3
Texas,Ellis County,2002,49.0
Texas,Erath County,2002,47.9
Texas,Falls County,2002,42.2
Texas,Fannin County,2002,40.4
Texas,Fayette County,2002,58.4
Texas,Fisher County,2002,33.3
Texas,Floyd County,2002,36.1
Texas,Foard County,2002,35.9
Texas,Fort Bend County,2002,56.9
Texas,Franklin County,2002,40.1
Texas,Freestone County,2002,43.2
Texas,Frio County,2002,42.7
Texas,Gaines County,2002,33.6
Texas,Galveston County,2002,58.4
Texas,Garza County,2002,42.7
Texas,Gillespie County,2002,66.7
Texas,Glasscock County,2002,46.6
Texas,Goliad County,2002,54.6
Texas,Gonzales County,2002,45.7
Texas,Gray County,2002,38.1
Texas,Grayson County,2002,45.8
Texas,Gregg County,2002,45.8
Texas,Grimes County,2002,47.1
Texas,Guadalupe County,2002,55.6
Texas,Hale County,2002,37.0
Texas,Hall County,2002,32.2
Texas,Hamilton County,2002,46.2
Texas,Hansford County,2002,42.4
Texas,Hardeman County,2002,32.8
Texas,Hardin County,2002,41.8
Texas,Harris County,2002,54.9
Texas,Harrison County,2002,40.3
Texas,Hartley County,2002,38.6
Texas,Haskell County,2002,36.7
Texas,Hays County,2002,61.0
Texas,Hemphill County,2002,39.1
Texas,Henderson County,2002,46.6
Texas,Hidalgo County,2002,43.6
Texas,Hill County,2002,45.2
Texas,Hockley County,2002,38.2
Texas,Hood County,2002,57.1
Texas,Hopkins County,2002,40.7
Texas,Houston County,2002,40.7
Texas,Howard County,2002,41.5
Texas,Hudspeth County,2002,39.1
Texas,Hunt County,2002,44.5
Texas,Hutchinson County,2002,38.4
Texas,Irion County,2002,47.4
Texas,Jack County,2002,43.9
Texas,Jackson County,2002,48.7
Texas,Jasper County,2002,38.0
Texas,Jeff Davis County,2002,56.7
Texas,Jefferson County,2002,46.9
Texas,Jim Hogg County,2002,47.5
Texas,Jim Wells County,2002,45.2
Texas,Johnson County,2002,46.6
Texas,Jones County,2002,36.5
Texas,Karnes County,2002,46.3
Texas,Kaufman County,2002,45.5
Texas,Kendall County,2002,62.9
Texas,Kenedy County,2002,43.2
Texas,Kent County,2002,36.2
Texas,Kerr County,2002,56.5
Texas,Kimble County,2002,52.1
Texas,King County,2002,35.9
Texas,Kinney County,2002,47.3
Texas,Kleberg County,2002,49.7
Texas,Knox County,2002,35.9
Texas,La Salle County,2002,45.1
Texas,Lamar County,2002,41.7
Texas,Lamb County,2002,36.1
Texas,Lampasas County,2002,48.5
Texas,Lavaca County,2002,56.9
Texas,Lee County,2002,46.2
Texas,Leon County,2002,42.8
Texas,Liberty County,2002,40.8
Texas,Limestone County,2002,42.6
Texas,Lipscomb County,2002,42.0
Texas,Live Oak County,2002,46.5
Texas,Llano County,2002,54.6
Texas,Loving County,2002,47.5
Texas,Lubbock County,2002,48.0
Texas,Lynn County,2002,36.5
Texas,Madison County,2002,40.6
Texas,Marion County,2002,40.6
Texas,Martin County,2002,39.9
Texas,Mason County,2002,55.4
Texas,Matagorda County,2002,48.8
Texas,Maverick County,2002,37.5
Texas,McCulloch County,2002,48.5
Texas,McLennan County,2002,50.9
Texas,McMullen County,2002,46.6
Texas,Medina County,2002,51.7
Texas,Menard County,2002,44.2
Texas,Midland County,2002,50.2
Texas,Milam County,2002,47.6
Texas,Mills County,2002,43.6
Texas,Mitchell County,2002,39.0
Texas,Montague County,2002,41.9
Texas,Montgomery County,2002,56.0
Texas,Moore County,2002,40.3
Texas,Morris County,2002,35.4
Texas,Motley County,2002,35.1
Texas,Nacogdoches County,2002,45.5
Texas,Navarro County,2002,42.9
Texas,Newton County,2002,33.8
Texas,Nolan County,2002,42.0
Texas,Nueces County,2002,55.2
Texas,Ochiltree County,2002,39.3
Texas,Oldham County,2002,43.5
Texas,Orange County,2002,42.0
Texas,Palo Pinto County,2002,44.9
Texas,Panola County,2002,37.9
Texas,Parker County,2002,48.8
Texas,Parmer County,2002,37.7
Texas,Pecos County,2002,44.7
Texas,Polk County,2002,40.1
Texas,Potter County,2002,44.6
Texas,Presidio County,2002,43.2
Texas,Rains County,2002,42.3
Texas,Randall County,2002,50.9
Texas,Reagan County,2002,41.2
Texas,Real County,2002,42.7
Texas,Red River County,2002,37.7
Texas,Reeves County,2002,38.5
Texas,Refugio County,2002,49.1
Texas,Roberts County,2002,44.9
Texas,Robertson County,2002,42.3
Texas,Rockwall County,2002,55.2
Texas,Runnels County,2002,46.5
Texas,Rusk County,2002,37.5
Texas,Sabine County,2002,33.4
Texas,San Augustine County,2002,35.9
Texas,San Jacinto County,2002,43.8
Texas,San Patricio County,2002,52.3
Texas,San Saba County,2002,44.1
Texas,Schleicher County,2002,42.6
Texas,Scurry County,2002,39.3
Texas,Shackelford County,2002,43.8
Texas,Shelby County,2002,34.1
Texas,Sherman County,2002,39.3
Texas,Smith County,2002,45.7
Texas,Somervell County,2002,46.7
Texas,Starr County,2002,36.6
Texas,Stephens County,2002,45.3
Texas,Sterling County,2002,44.4
Texas,Stonewall County,2002,40.7
Texas,Sutton County,2002,51.3
Texas,Swisher County,2002,37.6
Texas,Tarrant County,2002,55.4
Texas,Taylor County,2002,47.2
Texas,Terrell County,2002,45.8
Texas,Terry County,2002,37.2
Texas,Texas,2002,52.1
Texas,Throckmorton County,2002,36.3
Texas,Titus County,2002,36.8
Texas,Tom Green County,2002,50.9
Texas,Travis County,2002,64.6
Texas,Trinity County,2002,40.3
Texas,Tyler County,2002,34.8
Texas,Upshur County,2002,39.3
Texas,Upton County,2002,37.9
Texas,Uvalde County,2002,46.2
Texas,Val Verde County,2002,46.0
Texas,Van Zandt County,2002,41.7
Texas,Victoria County,2002,54.5
Texas,Walker County,2002,46.9
Texas,Waller County,2002,49.5
Texas,Ward County,2002,43.6
Texas,Washington County,2002,58.0
Texas,Webb County,2002,45.1
Texas,Wharton County,2002,52.4
Texas,Wheeler County,2002,35.3
Texas,Wichita County,2002,47.2
Texas,Wilbarger County,2002,41.1
Texas,Willacy County,2002,40.8
Texas,Williamson County,2002,60.4
Texas,Wilson County,2002,53.0
Texas,Winkler County,2002,40.6
Texas,Wise County,2002,46.3
Texas,Wood County,2002,40.9
Texas,Yoakum County,2002,39.0
Texas,Young County,2002,43.5
Texas,Zapata County,2002,39.3
Texas,Zavala County,2002,36.0
Utah,Beaver County,2002,26.5
Utah,Box Elder County,2002,21.4
Utah,Cache County,2002,21.3
Utah,Carbon County,2002,40.1
Utah,Daggett County,2002,36.2
Utah,Davis County,2002,25.2
Utah,Duchesne County,2002,27.1
Utah,Emery County,2002,24.7
Utah,Garfield County,2002,24.3
Utah,Grand County,2002,53.6
Utah,Iron County,2002,26.9
Utah,Juab County,2002,22.6
Utah,Kane County,2002,31.8
Utah,Millard County,2002,20.5
Utah,Morgan County,2002,22.4
Utah,Piute County,2002,27.3
Utah,Rich County,2002,21.7
Utah,Salt Lake County,2002,39.8
Utah,San Juan County,2002,23.9
Utah,Sanpete County,2002,18.8
Utah,Sevier County,2002,23.2
Utah,Summit County,2002,59.8
Utah,Tooele County,2002,33.2
Utah,Uintah County,2002,30.2
Utah,Utah,2002,31.4
Utah,Utah County,2002,14.4
Utah,Wasatch County,2002,28.3
Utah,Washington County,2002,28.3
Utah,Wayne County,2002,25.9
Utah,Weber County,2002,34.7
Vermont,Addison County,2002,66.2
Vermont,Bennington County,2002,64.5
Vermont,Caledonia County,2002,63.3
Vermont,Chittenden County,2002,71.3
Vermont,Essex County,2002,59.6
Vermont,Franklin County,2002,63.5
Vermont,Grand Isle County,2002,67.1
Vermont,Lamoille County,2002,67.5
Vermont,Orange County,2002,64.4
Vermont,Orleans County,2002,61.0
Vermont,Rutland County,2002,63.3
Vermont,Vermont,2002,66.7
Vermont,Washington County,2002,68.5
Vermont,Windham County,2002,65.9
Vermont,Windsor County,2002,67.9
Virginia,Accomack County,2002,47.5
Virginia,Albemarle County,2002,62.9
Virginia,Alexandria City,2002,66.9
Virginia,Alleghany County,2002,47.3
Virginia,Amelia County,2002,44.2
Virginia,Amherst County,2002,43.8
Virginia,Appomattox County,2002,38.7
Virginia,Arlington County,2002,69.1
Virginia,"Augusta County, Waynesboro City",2002,48.6
Virginia,Bath County,2002,43.7
Virginia,"Bedford County, Bedford City",2002,48.2
Virginia,Bland County,2002,32.4
Virginia,Botetourt County,2002,43.0
Virginia,Bristol City,2002,37.9
Virginia,Brunswick County,2002,37.2
Virginia,Buchanan County,2002,20.7
Virginia,Buckingham County,2002,36.4
Virginia,Buena Vista City,2002,39.7
Virginia,Campbell County,2002,36.9
Virginia,Caroline County,2002,43.6
Virginia,Carroll County,2002,34.0
Virginia,Charles City County,2002,39.2
Virginia,Charlotte County,2002,36.3
Virginia,Charlottesville City,2002,61.9
Virginia,Chesapeake City,2002,52.2
Virginia,Chesterfield County,2002,57.6
Virginia,Clarke County,2002,54.3
Virginia,Colonial Heights City,2002,52.8
Virginia,Covington City,2002,44.6
Virginia,Craig County,2002,36.5
Virginia,Culpeper County,2002,53.4
Virginia,Cumberland County,2002,41.6
Virginia,Danville City,2002,42.0
Virginia,Dickenson County,2002,23.5
Virginia,Dinwiddie County,2002,44.4
Virginia,Emporia City,2002,39.3
Virginia,Essex County,2002,48.7
Virginia,"Fairfax County, Fairfax City",2002,69.9
Virginia,Falls Church City,2002,73.3
Virginia,Fauquier County,2002,57.3
Virginia,Floyd County,2002,36.9
Virginia,Fluvanna County,2002,54.0
Virginia,Franklin County,2002,41.1
Virginia,Frederick County,2002,51.2
Virginia,Fredericksburg City,2002,59.6
Virginia,Galax City,2002,31.3
Virginia,Giles County,2002,37.7
Virginia,Gloucester County,2002,53.1
Virginia,Goochland County,2002,54.0
Virginia,Grayson County,2002,31.9
Virginia,Greene County,2002,48.9
Virginia,Greensville County,2002,35.2
Virginia,Halifax County,2002,35.9
Virginia,Hampton City,2002,49.8
Virginia,Hanover County,2002,58.8
Virginia,Harrisonburg City,2002,53.1
Virginia,Henrico County,2002,61.0
Virginia,Henry County,2002,33.0
Virginia,Highland County,2002,50.6
Virginia,Hopewell City,2002,42.5
Virginia,Isle of Wight County,2002,47.4
Virginia,James City County,2002,64.0
Virginia,King and Queen County,2002,41.7
Virginia,King George County,2002,48.8
Virginia,King William County,2002,48.7
Virginia,Lancaster County,2002,55.2
Virginia,Lee County,2002,21.8
Virginia,Lexington City,2002,55.4
Virginia,Loudoun County,2002,63.0
Virginia,Louisa County,2002,48.9
Virginia,Lunenburg County,2002,42.0
Virginia,Lynchburg City,2002,52.6
Virginia,Madison County,2002,52.8
Virginia,Manassas City,2002,58.5
Virginia,Martinsville City,2002,40.7
Virginia,Mathews County,2002,58.7
Virginia,Mecklenburg County,2002,42.0
Virginia,Middlesex County,2002,53.2
Virginia,Montgomery County,2002,52.0
Virginia,Nelson County,2002,44.5
Virginia,New Kent County,2002,50.8
Virginia,Newport News City,2002,49.7
Virginia,Norfolk City,2002,50.7
Virginia,Northampton County,2002,47.3
Virginia,Northumberland County,2002,52.2
Virginia,Norton City,2002,33.6
Virginia,Nottoway County,2002,44.6
Virginia,Orange County,2002,53.6
Virginia,Page County,2002,48.6
Virginia,Patrick County,2002,31.7
Virginia,Petersburg City,2002,46.1
Virginia,Pittsylvania County,2002,35.2
Virginia,Poquoson City,2002,65.0
Virginia,Portsmouth City,2002,46.2
Virginia,Powhatan County,2002,51.1
Virginia,Prince Edward County,2002,43.0
Virginia,Prince George County,2002,46.6
Virginia,"Prince William County, Manassas Park City",2002,56.9
Virginia,Pulaski County,2002,38.5
Virginia,Radford City,2002,51.3
Virginia,Rappahannock County,2002,51.1
Virginia,Richmond City,2002,57.7
Virginia,Richmond County,2002,42.6
Virginia,Roanoke City,2002,48.5
Virginia,Roanoke County,2002,53.6
Virginia,Rockbridge County,2002,49.2
Virginia,Rockingham County,2002,46.8
Virginia,Russell County,2002,25.2
Virginia,Salem City,2002,50.3
Virginia,Scott County,2002,29.1
Virginia,Shenandoah County,2002,52.8
Virginia,Smyth County,2002,32.1
Virginia,"Southampton County, Franklin City",2002,42.2
Virginia,Spotsylvania County,2002,57.6
Virginia,Stafford County,2002,58.2
Virginia,Staunton City,2002,47.9
Virginia,Suffolk City,2002,48.7
Virginia,Surry County,2002,40.3
Virginia,Sussex County,2002,40.2
Virginia,Tazewell County,2002,29.3
Virginia,Virginia,2002,54.4
Virginia,Virginia Beach City,2002,60.4
Virginia,Warren County,2002,52.3
Virginia,Washington County,2002,35.7
Virginia,Westmoreland County,2002,50.1
Virginia,Williamsburg City,2002,66.1
Virginia,Winchester City,2002,55.1
Virginia,Wise County,2002,26.5
Virginia,Wythe County,2002,36.0
Virginia,York County,2002,62.3
Washington,Adams County,2002,40.7
Washington,Asotin County,2002,55.6
Washington,Benton County,2002,55.9
Washington,Chelan County,2002,57.1
Washington,Clallam County,2002,60.9
Washington,Clark County,2002,59.5
Washington,Columbia County,2002,55.8
Washington,Cowlitz County,2002,56.1
Washington,Douglas County,2002,56.3
Washington,Ferry County,2002,54.5
Washington,Franklin County,2002,44.9
Washington,Garfield County,2002,52.0
Washington,Grant County,2002,46.5
Washington,Grays Harbor County,2002,54.5
Washington,Island County,2002,65.0
Washington,Jefferson County,2002,69.4
Washington,King County,2002,67.1
Washington,Kitsap County,2002,62.4
Washington,Kittitas County,2002,63.6
Washington,Klickitat County,2002,52.8
Washington,Lewis County,2002,54.2
Washington,Lincoln County,2002,57.7
Washington,Mason County,2002,59.8
Washington,Okanogan County,2002,53.8
Washington,Pacific County,2002,54.8
Washington,Pend Oreille County,2002,55.7
Washington,Pierce County,2002,59.9
Washington,San Juan County,2002,73.8
Washington,Skagit County,2002,59.4
Washington,Skamania County,2002,57.5
Washington,Snohomish County,2002,60.5
Washington,Spokane County,2002,61.1
Washington,Stevens County,2002,55.9
Washington,Thurston County,2002,63.4
Washington,Wahkiakum County,2002,58.2
Washington,Walla Walla County,2002,52.4
Washington,Washington,2002,61.5
Washington,Whatcom County,2002,63.4
Washington,Whitman County,2002,61.3
Washington,Yakima County,2002,48.8
West Virginia,Barbour County,2002,31.4
West Virginia,Berkeley County,2002,42.1
West Virginia,Boone County,2002,23.4
West Virginia,Braxton County,2002,29.8
West Virginia,Brooke County,2002,46.9
West Virginia,Cabell County,2002,37.9
West Virginia,Calhoun County,2002,25.7
West Virginia,Clay County,2002,25.0
West Virginia,Doddridge County,2002,30.0
West Virginia,Fayette County,2002,31.0
West Virginia,Gilmer County,2002,32.6
West Virginia,Grant County,2002,36.2
West Virginia,Greenbrier County,2002,36.0
West Virginia,Hampshire County,2002,37.4
West Virginia,Hancock County,2002,48.1
West Virginia,Hardy County,2002,37.3
West Virginia,Harrison County,2002,40.2
West Virginia,Jackson County,2002,32.9
West Virginia,Jefferson County,2002,49.2
West Virginia,Kanawha County,2002,38.2
West Virginia,Lewis County,2002,34.0
West Virginia,Lincoln County,2002,21.1
West Virginia,Logan County,2002,20.2
West Virginia,Marion County,2002,40.4
West Virginia,Marshall County,2002,44.3
West Virginia,Mason County,2002,29.6
West Virginia,McDowell County,2002,16.4
West Virginia,Mercer County,2002,27.0
West Virginia,Mineral County,2002,40.5
West Virginia,Mingo County,2002,19.2
West Virginia,Monongalia County,2002,49.2
West Virginia,Monroe County,2002,33.8
West Virginia,Morgan County,2002,41.8
West Virginia,Nicholas County,2002,29.9
West Virginia,Ohio County,2002,53.8
West Virginia,Pendleton County,2002,38.0
West Virginia,Pleasants County,2002,35.3
West Virginia,Pocahontas County,2002,35.7
West Virginia,Preston County,2002,36.1
West Virginia,Putnam County,2002,35.7
West Virginia,Raleigh County,2002,27.8
West Virginia,Randolph County,2002,35.1
West Virginia,Ritchie County,2002,30.7
West Virginia,Roane County,2002,28.6
West Virginia,Summers County,2002,28.6
West Virginia,Taylor County,2002,37.0
West Virginia,Tucker County,2002,38.2
West Virginia,Tyler County,2002,32.1
West Virginia,Upshur County,2002,30.9
West Virginia,Wayne County,2002,25.7
West Virginia,Webster County,2002,25.2
West Virginia,West Virginia,2002,35.9
West Virginia,Wetzel County,2002,36.8
West Virginia,Wirt County,2002,30.5
West Virginia,Wood County,2002,40.2
West Virginia,Wyoming County,2002,21.0
Wisconsin,Adams County,2002,59.8
Wisconsin,Ashland County,2002,65.5
Wisconsin,Barron County,2002,64.6
Wisconsin,Bayfield County,2002,69.6
Wisconsin,Brown County,2002,74.1
Wisconsin,Buffalo County,2002,67.7
Wisconsin,Burnett County,2002,65.6
Wisconsin,Calumet County,2002,72.8
Wisconsin,Chippewa County,2002,70.0
Wisconsin,Clark County,2002,62.3
Wisconsin,Columbia County,2002,68.5
Wisconsin,Crawford County,2002,64.9
Wisconsin,Dane County,2002,74.4
Wisconsin,Dodge County,2002,65.9
Wisconsin,Door County,2002,71.8
Wisconsin,Douglas County,2002,68.8
Wisconsin,Dunn County,2002,67.1
Wisconsin,Eau Claire County,2002,69.6
Wisconsin,Florence County,2002,65.1
Wisconsin,Fond du Lac County,2002,71.8
Wisconsin,Forest County,2002,63.8
Wisconsin,Grant County,2002,69.8
Wisconsin,Green County,2002,64.3
Wisconsin,Green Lake County,2002,68.3
Wisconsin,Iowa County,2002,67.2
Wisconsin,Iron County,2002,69.3
Wisconsin,Jackson County,2002,61.8
Wisconsin,Jefferson County,2002,67.3
Wisconsin,Juneau County,2002,62.2
Wisconsin,Kenosha County,2002,64.6
Wisconsin,Kewaunee County,2002,71.1
Wisconsin,La Crosse County,2002,72.3
Wisconsin,Lafayette County,2002,65.0
Wisconsin,Langlade County,2002,69.1
Wisconsin,Lincoln County,2002,66.4
Wisconsin,Manitowoc County,2002,70.7
Wisconsin,Marathon County,2002,71.4
Wisconsin,Marinette County,2002,68.2
Wisconsin,Marquette County,2002,66.3
Wisconsin,Menominee County,2002,55.1
Wisconsin,Milwaukee County,2002,64.0
Wisconsin,Monroe County,2002,62.7
Wisconsin,Oconto County,2002,68.6
Wisconsin,Oneida County,2002,72.7
Wisconsin,Outagamie County,2002,73.7
Wisconsin,Ozaukee County,2002,75.6
Wisconsin,Pepin County,2002,71.4
Wisconsin,Pierce County,2002,70.7
Wisconsin,Polk County,2002,66.6
Wisconsin,Portage County,2002,75.1
Wisconsin,Price County,2002,63.8
Wisconsin,Racine County,2002,66.0
Wisconsin,Richland County,2002,59.3
Wisconsin,Rock County,2002,63.3
Wisconsin,Rusk County,2002,62.8
Wisconsin,Sauk County,2002,67.0
Wisconsin,Sawyer County,2002,64.6
Wisconsin,Shawano County,2002,65.1
Wisconsin,Sheboygan County,2002,70.9
Wisconsin,St. Croix County,2002,72.2
Wisconsin,Taylor County,2002,68.8
Wisconsin,Trempealeau County,2002,66.6
Wisconsin,Vernon County,2002,61.1
Wisconsin,Vilas County,2002,71.0
Wisconsin,Walworth County,2002,67.8
Wisconsin,Washburn County,2002,67.3
Wisconsin,Washington County,2002,74.3
Wisconsin,Waukesha County,2002,76.3
Wisconsin,Waupaca County,2002,67.4
Wisconsin,Waushara County,2002,64.3
Wisconsin,Winnebago County,2002,71.5
Wisconsin,Wisconsin,2002,69.1
Wisconsin,Wood County,2002,68.9
Wyoming,Albany County,2002,67.3
Wyoming,Big Horn County,2002,42.0
Wyoming,Campbell County,2002,58.2
Wyoming,Carbon County,2002,58.6
Wyoming,Converse County,2002,61.4
Wyoming,Crook County,2002,61.8
Wyoming,Fremont County,2002,56.4
Wyoming,Goshen County,2002,59.0
Wyoming,Hot Springs County,2002,59.7
Wyoming,Johnson County,2002,66.1
Wyoming,Laramie County,2002,60.3
Wyoming,Lincoln County,2002,40.8
Wyoming,Natrona County,2002,60.4
Wyoming,Niobrara County,2002,57.2
Wyoming,Park County,2002,60.9
Wyoming,Platte County,2002,58.0
Wyoming,Sheridan County,2002,61.9
Wyoming,Sublette County,2002,65.0
Wyoming,Sweetwater County,2002,57.4
Wyoming,Teton County,2002,78.3
Wyoming,Uinta County,2002,44.7
Wyoming,Washakie County,2002,55.8
Wyoming,Weston County,2002,59.3
Wyoming,Wyoming,2002,59.4
National,United States,2003,56.6
Alabama,Alabama,2003,42.3
Alabama,Autauga County,2003,40.6
Alabama,Baldwin County,2003,54.9
Alabama,Barbour County,2003,37.9
Alabama,Bibb County,2003,33.3
Alabama,Blount County,2003,34.1
Alabama,Bullock County,2003,37.0
Alabama,Butler County,2003,35.5
Alabama,Calhoun County,2003,39.5
Alabama,Chambers County,2003,37.1
Alabama,Cherokee County,2003,33.0
Alabama,Chilton County,2003,32.2
Alabama,Choctaw County,2003,30.1
Alabama,Clarke County,2003,34.1
Alabama,Clay County,2003,30.1
Alabama,Cleburne County,2003,30.4
Alabama,Coffee County,2003,40.7
Alabama,Colbert County,2003,34.8
Alabama,Conecuh County,2003,33.6
Alabama,Coosa County,2003,35.8
Alabama,Covington County,2003,35.2
Alabama,Crenshaw County,2003,32.2
Alabama,Cullman County,2003,34.3
Alabama,Dale County,2003,42.5
Alabama,Dallas County,2003,40.3
Alabama,DeKalb County,2003,31.7
Alabama,Elmore County,2003,42.1
Alabama,Escambia County,2003,34.2
Alabama,Etowah County,2003,38.7
Alabama,Fayette County,2003,28.9
Alabama,Franklin County,2003,28.6
Alabama,Geneva County,2003,35.3
Alabama,Greene County,2003,35.7
Alabama,Hale County,2003,35.1
Alabama,Henry County,2003,33.9
Alabama,Houston County,2003,44.0
Alabama,Jackson County,2003,31.3
Alabama,Jefferson County,2003,50.0
Alabama,Lamar County,2003,27.0
Alabama,Lauderdale County,2003,33.6
Alabama,Lawrence County,2003,27.8
Alabama,Lee County,2003,49.6
Alabama,Limestone County,2003,34.2
Alabama,Lowndes County,2003,37.0
Alabama,Macon County,2003,42.9
Alabama,Madison County,2003,47.8
Alabama,Marengo County,2003,38.4
